customer_id,age,income,gender,city,signup_date,last_purchase_amount,churn
414,48.0,56068.375,Female,Chennai,2021-12-02,1041.0,No
415,38.0,20802.0,Male,Delhi,2019-11-24,4450.0,Yes
416,28.0,26041.0,Male,Delhi,2023-06-19,2189.0,No
417,51.0,31721.0,M,Chennai,2019-11-26,1284.0,Yes
418,36.0,24636.0,Female,Chennai,2022-05-13,1394.0,No
419,47.0,16851.0,Male,Delhi,2021-07-10,1922.0,Yes
420,36.0,24747.0,Female,Bangalore,2021-08-11,1069.0,Yes
421,56.0,41948.0,Male,Delhi,2022-12-07,3119.0,Yes
422,53.0,11898.0,Female,Bangalore,2018-04-10,7715.75,Yes
423,33.0,23856.0,Female,Delhi,2019-08-16,5633.0,No
424,45.0,14471.0,Male,Chennai,2018-09-13,72.0,No
425,41.0,45118.0,Male,Delhi,2018-11-30,6865.0,No
426,35.0,8832.0,Male,Mumbai,2022-12-14,4586.0,Yes
427,25.0,15751.0,Male,Chennai,2021-08-28,4548.0,Yes
428,42.0,27621.0,Male,Chennai,2019-04-28,1837.0,Yes
429,46.0,56068.375,Female,Chennai,2019-02-15,1523.0,Yes
430,17.0,21174.0,Male,Bangalore,2020-08-04,1083.0,No
431,23.0,15786.0,Female,Bangalore,2021-10-09,204.0,Yes
432,15.0,56068.375,Female,Mumbai,2018-01-13,777.0,No
433,32.0,9239.0,F,Bangalore,2022-03-11,849.0,Yes
434,42.0,5888.0,Female,Bangalore,2019-08-28,1985.0,Yes
435,50.0,28682.0,Male,Delhi,2022-11-04,4128.0,No
436,36.0,16298.0,Female,Chennai,2020-10-11,1926.0,No
437,51.0,11935.0,Female,Chennai,2022-12-09,179.0,Yes
438,21.0,33692.0,Female,Delhi,2022-05-09,7715.75,Yes
439,18.0,25496.0,Male,Mumbai,2018-05-19,7715.75,No
440,34.0,15702.0,F,Mumbai,2018-10-22,4614.0,Yes
441,39.0,10217.0,Female,Delhi,2022-10-28,7715.75,Yes
442,35.0,37178.0,Male,Chennai,2020-06-24,2359.0,No
443,14.0,32537.0,Female,Chennai,2018-12-05,7715.75,No
444,34.0,20754.0,Female,Chennai,2022-10-22,236.0,No
445,35.0,56068.375,F,Delhi,2020-06-10,1366.0,No
446,42.0,22416.5,M,Chennai,2020-07-19,766.0,No
447,39.0,22416.5,M,Mumbai,2018-07-15,654.0,No
448,26.0,14543.0,Male,Chennai,2020-02-28,1922.0,No
449,59.0,21432.0,Female,Delhi,2023-05-09,2922.0,No
450,24.0,25489.0,Female,Mumbai,2018-06-03,1922.0,Yes
451,35.0,19058.0,Male,Chennai,2020-12-10,1922.0,No
452,45.0,27207.0,Male,Delhi,2019-07-16,477.0,No
453,25.0,10395.0,M,Mumbai,2019-11-04,5000.0,No
454,40.0,52379.0,Male,Chennai,2020-12-19,3031.0,No
455,30.0,20967.0,Female,Chennai,2020-02-17,1474.0,No
456,27.0,22416.5,Male,Chennai,2020-05-27,1922.0,Yes
457,34.0,22416.5,Male,Mumbai,2023-02-17,903.0,No
458,25.0,28971.0,Male,Delhi,2022-09-18,1922.0,Yes
459,29.0,31004.0,Female,Delhi,2020-03-22,7484.0,No
460,23.0,28814.0,F,Mumbai,2020-12-06,1030.0,Yes
461,35.0,32391.0,Female,Mumbai,2021-12-08,1905.0,No
462,35.0,48898.0,Female,Bangalore,2022-12-21,6626.0,Yes
463,28.0,24783.0,Male,Bangalore,2020-05-23,3690.0,No
464,37.0,33705.0,Female,Bangalore,2023-06-04,193.0,No
465,34.0,22416.5,Female,Delhi,2018-08-29,478.0,Yes
466,33.0,52264.0,F,Mumbai,2018-01-31,24.0,No
467,41.0,14679.0,Male,Delhi,2019-05-21,2990.0,No
468,43.0,56068.375,Female,Bangalore,2022-11-09,1781.0,Yes
469,30.0,21502.0,Male,Mumbai,2018-02-12,433.0,No
470,29.0,9335.0,Male,Mumbai,2019-06-10,1922.0,Yes
471,35.0,23786.0,M,Mumbai,2021-09-09,2263.0,No
472,12.0,14638.0,Female,Delhi,2020-10-12,831.0,No
473,20.0,36475.0,Female,Chennai,2020-09-23,2083.0,No
474,49.0,14890.0,Female,Mumbai,2023-01-18,3415.0,No
475,51.0,16853.0,Female,Chennai,2021-03-26,238.0,Yes
476,35.0,7089.0,M,Bangalore,2019-03-06,964.0,Yes
477,41.0,16791.0,F,Bangalore,2022-02-26,4935.0,No
478,38.0,5144.0,Female,Mumbai,2021-03-23,1847.0,No
479,59.0,22416.5,M,Chennai,2020-01-24,2373.0,No
480,46.0,34761.0,Male,Mumbai,2019-11-18,1701.0,No
481,34.0,35294.0,Female,Delhi,2018-10-09,135.0,No
482,25.0,28432.0,Female,Mumbai,2022-10-23,544.0,No
483,19.0,12330.0,Male,Mumbai,2022-08-03,7715.75,No
484,37.0,21405.0,F,Chennai,2018-10-01,704.0,No
485,35.0,21979.0,Male,Bangalore,2019-12-23,154.0,No
486,21.0,10993.0,Unknown,Bangalore,2023-02-03,5567.0,Yes
487,29.0,54287.0,Female,Bangalore,2022-06-04,1922.0,No
488,35.0,37288.0,Female,Chennai,2019-10-27,4727.0,No
489,52.0,19292.0,Female,Chennai,2022-11-26,1922.0,No
490,44.0,22385.0,F,Bangalore,2022-10-01,831.0,Yes
491,35.0,24960.0,Female,Chennai,2020-10-13,7715.75,No
492,50.0,6470.0,Female,Bangalore,2020-10-22,1922.0,No
493,36.0,18990.0,Male,Bangalore,2021-08-16,7715.75,No
494,26.0,14630.0,Female,Chennai,2018-12-03,7715.75,Yes
495,35.0,12077.0,Male,Mumbai,2020-08-30,3731.0,Yes
496,40.0,18608.0,M,Bangalore,2022-10-18,7715.75,No
497,25.0,56068.375,Female,Chennai,2019-01-15,2529.0,No
498,33.0,22416.5,Female,Mumbai,2021-02-12,901.0,No
499,26.0,15635.0,Male,Chennai,2021-02-24,1723.0,No
500,21.0,22416.5,Male,Chennai,2019-09-08,2701.0,Yes
